old_url,old_path,status,new_url,match_type,notes
https://ideas-block.com/susana-wessling-exhibition-opening-31st-may-7-pm/,/susana-wessling-exhibition-opening-31st-may-7-pm/,auto,http://localhost:8000/blog/susana-wessling-exhibition-opening-31st-may-7-pm/,auto,BlogPostPage pk=143
https://ideas-block.com/mind-sharpener-language-acquisition-toddlers/,/mind-sharpener-language-acquisition-toddlers/,auto,http://localhost:8000/blog/mind-sharpener-language-acquisition-toddlers/,auto,BlogPostPage pk=130
https://ideas-block.com/poetry-visual-art-experiment-talk-28th-june-19-00/,/poetry-visual-art-experiment-talk-28th-june-19-00/,auto,http://localhost:8000/blog/poetry-visual-art-experiment-talk-28th-june-19-00/,auto,BlogPostPage pk=63
https://ideas-block.com/spot-exhibition-opening-jolita-galamb-5th-july-19-00/,/spot-exhibition-opening-jolita-galamb-5th-july-19-00/,auto,http://localhost:8000/blog/spot-exhibition-opening-jolita-galamb-5th-july-19-00/,auto,BlogPostPage pk=97
https://ideas-block.com/artist-portrait-series-summer-residency-2017/,/artist-portrait-series-summer-residency-2017/,auto,http://localhost:8000/blog/artist-portrait-series-summer-residency-2017/,auto,BlogPostPage pk=103
https://ideas-block.com/sound-city-city-sound-19th-july-19-00/,/sound-city-city-sound-19th-july-19-00/,auto,http://localhost:8000/blog/sound-city-city-sound-19th-july-19-00/,auto,BlogPostPage pk=65
https://ideas-block.com/earth-overshoot-day-1st-august-19-00/,/earth-overshoot-day-1st-august-19-00/,auto,http://localhost:8000/blog/earth-overshoot-day-1st-august-19-00/,auto,BlogPostPage pk=105
https://ideas-block.com/jewel-workshop-affirmation-pendants-23rd-august-18-00/,/jewel-workshop-affirmation-pendants-23rd-august-18-00/,auto,http://localhost:8000/blog/jewel-workshop-affirmation-pendants-23rd-august-18-00/,auto,BlogPostPage pk=106
https://ideas-block.com/book-club-ideas-block-30th-august-19-00/,/book-club-ideas-block-30th-august-19-00/,auto,http://localhost:8000/blog/book-club-ideas-block-30th-august-19-00/,auto,BlogPostPage pk=107
https://ideas-block.com/mind-sharpener-language-violence-6th-september-19-00/,/mind-sharpener-language-violence-6th-september-19-00/,auto,http://localhost:8000/blog/mind-sharpener-language-violence-6th-september-19-00/,auto,BlogPostPage pk=129
https://ideas-block.com/about/privacy-policy/,/about/privacy-policy/,auto,http://localhost:8000/privacy-policy/,auto,RichPage pk=504
https://ideas-block.com/ceramics-workshop-12th-september-19-00/,/ceramics-workshop-12th-september-19-00/,auto,http://localhost:8000/blog/ceramics-workshop-12th-september-19-00/,auto,BlogPostPage pk=108
https://ideas-block.com/walk-field-stars-talk-dante-garcia-13th-september-19-00/,/walk-field-stars-talk-dante-garcia-13th-september-19-00/,auto,http://localhost:8000/blog/walk-field-stars-talk-dante-garcia-13th-september-19-00/,auto,BlogPostPage pk=132
https://ideas-block.com/open-call-pop-up-artist-studio-exhibitio-ideas-block/,/open-call-pop-up-artist-studio-exhibitio-ideas-block/,auto,http://localhost:8000/blog/open-call-pop-up-artist-studio-exhibitio-ideas-block/,auto,BlogPostPage pk=161
